,24,60,120
PC1,-0.5140078856659245,0.6779145224876507,0.5255737756714903
PC2,0.7182341060403375,0.005152543441308638,0.6957824517882889
PC3,-0.468972986848585,-0.7351226778548088,0.48954977899074925
