date,pnl,equity
2010-02-28,-0.0,-0.0
2010-03-31,0.04754814129183292,0.04754814129183292
2010-04-30,-0.006554944607858489,0.04099319668397443
2010-05-31,0.021879048328155973,0.0628722450121304
2010-06-30,0.004831269782947869,0.06770351479507827
2010-07-31,0.01393455509368616,0.08163806988876443
2010-08-31,-0.009706752167723098,0.07193131772104133
2010-09-30,0.03388753840844972,0.10581885612949105
2010-10-31,0.0021959383146755718,0.10801479444416662
2010-11-30,-0.03016985118534065,0.07784494325882596
2010-12-31,0.014996158213999078,0.09284110147282504
2011-01-31,0.006026123007013221,0.09886722447983826
2011-02-28,-0.032631798813749516,0.06623542566608874
2011-03-31,0.03518412832901188,0.10141955399510062
2011-04-30,-0.01633844260913883,0.08508111138596179
2011-05-31,0.005496120633443157,0.09057723201940494
2011-06-30,-0.002229907023090661,0.08834732499631429
2011-07-31,0.06003255986748644,0.14837988486380072
2011-08-31,0.03881693531331083,0.18719682017711153
2011-09-30,-0.056835183321415864,0.13036163685569568
2011-10-31,-0.00560486415025611,0.12475677270543957
2011-11-30,0.05292653317226438,0.17768330587770395
2011-12-31,-0.022384583787149453,0.1552987220905545
2012-01-31,0.06267622828188296,0.21797495037243747
2012-02-29,0.016997168612738492,0.23497211898517595
2012-03-31,0.044164574252908206,0.27913669323808415
2012-04-30,0.03647238964957113,0.31560908288765527
2012-05-31,0.01348689511874867,0.32909597800640394
2012-06-30,0.01447825192974975,0.3435742299361537
2012-07-31,0.019703666605672836,0.3632778965418266
2012-08-31,-0.005457214246104745,0.35782068229572184
2012-09-30,0.026770102873531338,0.38459078516925316
2012-10-31,0.036282359715455105,0.4208731448847083
2012-11-30,-0.0360148523221916,0.3848582925625167
2012-12-31,0.032242945869611656,0.4171012384321283
2013-01-31,0.01608788530586249,0.4331891237379908
2013-02-28,-0.009250038399413645,0.42393908533857716
2013-03-31,0.04940483187784308,0.4733439172164202
2013-04-30,0.014767615650526845,0.4881115328669471
2013-05-31,0.0028607936480693355,0.49097232651501643
2013-06-30,-0.0008235135297393788,0.49014881298527707
2013-07-31,0.011988705173958251,0.5021375181592354
2013-08-31,0.017665883946939482,0.5198034021061748
2013-09-30,0.03242442118270441,0.5522278232888792
2013-10-31,0.01735505369278503,0.5695828769816642
2013-11-30,-0.011381416928146443,0.5582014600535178
2013-12-31,0.03486226187166524,0.593063721925183
2014-01-31,0.038224839851840345,0.6312885617770233
2014-02-28,0.14540097726747797,0.7766895390445012
2014-03-31,0.05843405590678402,0.8351235949512852
2014-04-30,-0.009312107076623902,0.8258114878746613
2014-05-31,-0.01856161124845467,0.8072498766262066
2014-06-30,-0.007967551226652124,0.7992823253995545
2014-07-31,-0.033466714430413325,0.7658156109691412
2014-08-31,-0.019296776061738047,0.7465188349074031
2014-09-30,-0.00021853150875005695,0.746300303398653
