date,pnl,equity
2014-10-31,0.027011571517656027,0.773311874916309
2014-11-30,-0.011264696392491051,0.762047178523818
2014-12-31,0.053133405446810916,0.8151805839706289
2015-01-31,0.026329540673657833,0.8415101246442867
2015-02-28,-0.0030404948134002442,0.8384696298308864
2015-03-31,-0.09074138645390442,0.747728243376982
2015-04-30,0.04800105536777553,0.7957292987447575
2015-05-31,-0.01847399110362162,0.7772553076411359
2015-06-30,0.05344098246612105,0.830696290107257
2015-07-31,0.018685039949709745,0.8493813300569667
2015-08-31,-0.014042194601822575,0.8353391354551442
2015-09-30,-0.0716808833039479,0.7636582521511963
2015-10-31,0.06554364322502639,0.8292018953762227
2015-11-30,0.04223896082770207,0.8714408562039248
2015-12-31,-0.009242179169089235,0.8621986770348355
2016-01-31,-0.004041898402465109,0.8581567786323704
2016-02-29,0.027110564390992624,0.885267343023363
2016-03-31,0.04006305115520162,0.9253303941785646
2016-04-30,0.03596532474946951,0.961295718928034
2016-05-31,-0.015664067052745485,0.9456316518752885
2016-06-30,-0.02041035467631136,0.9252212971989772
2016-07-31,-0.009449236683019271,0.9157720605159579
2016-08-31,0.019565363904028504,0.9353374244199865
2016-09-30,-0.04044168224554518,0.8948957421744412
2016-10-31,0.023977548151524256,0.9188732903259655
2016-11-30,-0.004152631154117237,0.9147206591718483
2016-12-31,0.022412405568780516,0.9371330647406289
2017-01-31,0.026570498597080206,0.963703563337709
2017-02-28,0.01863586943404919,0.9823394327717582
2017-03-31,-0.0017388756736561872,0.980600557098102
2017-04-30,-0.02554404740415419,0.9550565096939478
2017-05-31,0.00014783053561669493,0.9552043402295646
2017-06-30,0.00030094882897301815,0.9555052890585376
2017-07-31,0.03655664888180642,0.992061937940344
2017-08-31,0.006187139052459573,0.9982490769928036
2017-09-30,-0.03323620685438032,0.9650128701384233
2017-10-31,-0.03922141926350057,0.9257914508749228
2017-11-30,0.018297319439198746,0.9440887703141215
2017-12-31,0.002443029059412577,0.9465317993735342
2018-01-31,-0.03296277434048904,0.9135690250330452
2018-02-28,0.0037927980873095103,0.9173618231203546
2018-03-31,-0.02480289202853098,0.8925589310918236
2018-04-30,0.052227668475879264,0.9447865995677028
2018-05-31,-0.006524632605184901,0.938261966962518
2018-06-30,0.10189745893999969,1.0401594259025178
2018-07-31,0.048040706153795486,1.0882001320563133
2018-08-31,-0.05458438800207292,1.0336157440542404
2018-09-30,0.0016461228911487102,1.035261866945389
2018-10-31,-0.03872132742431344,0.9965405395210756
2018-11-30,0.004864939161028921,1.0014054786821045
2018-12-31,-0.025859805401088252,0.9755456732810163
2019-01-31,0.048229208134168866,1.0237748814151852
2019-02-28,0.10491164072967442,1.1286865221448596
2019-03-31,0.12723176737410646,1.255918289518966
2019-04-30,0.039436416330311766,1.2953547058492778
2019-05-31,-0.015169722296713782,1.280184983552564
2019-06-30,-0.01370409915505499,1.266480884397509
2019-07-31,0.007595605291639832,1.274076489689149
2019-08-31,0.013115034867613633,1.2871915245567627
2019-09-30,-0.018908549662081095,1.2682829748946816
2019-10-31,0.0598884249106048,1.3281713998052864
2019-11-30,-0.04645763333182808,1.2817137664734584
2019-12-31,0.08830034391423687,1.3700141103876953
2020-01-31,0.018084756525692407,1.3880988669133876
2020-02-29,0.011877750964814148,1.3999766178782018
2020-03-31,0.02373065400382475,1.4237072718820265
2020-04-30,0.020632813043523764,1.4443400849255503
2020-05-31,0.05743550185045889,1.5017755867760092
2020-06-30,0.03609641151979438,1.5378719982958036
2020-07-31,0.10649187701853748,1.644363875314341
2020-08-31,0.07070056444675102,1.7150644397610921
2020-09-30,-0.05552996403270465,1.6595344757283874
2020-10-31,-0.02240631412689347,1.6371281616014939
2020-11-30,0.007352172470642938,1.6444803340721368
2020-12-31,0.01175873292756614,1.656239066999703
2021-01-31,0.029095521384967894,1.6853345883846709
2021-02-28,0.04597510889678018,1.731309697281451
2021-03-31,0.03248430369212102,1.763794000973572
2021-04-30,0.030881935670167067,1.794675936643739
2021-05-31,0.02545818868670547,1.8201341253304446
2021-06-30,-0.008177678215972942,1.8119564471144716
2021-07-31,0.05235703516358518,1.8643134822780567
2021-08-31,0.08658791857629672,1.9509014008543535
2021-09-30,-0.0027139214623646823,1.9481874793919889
2021-10-31,0.05151466942377995,1.999702148815769
2021-11-30,0.017534790007722432,2.0172369388234914
2021-12-31,0.011255038326237518,2.028491977149729
2022-01-31,-0.015111704015653211,2.0133802731340755
2022-02-28,0.028068325960663765,2.041448599094739
2022-03-31,0.03821162949796995,2.079660228592709
2022-04-30,0.013026640936645142,2.092686869529354
2022-05-31,-0.005679146444969587,2.087007723084384
2022-06-30,0.005216076948803546,2.092223800033188
2022-07-31,0.03700844253500821,2.129232242568196
2022-08-31,0.06383534550411468,2.193067588072311
2022-09-30,0.03422854277907235,2.2272961308513834
2022-10-31,0.09560998251224098,2.3229061133636244
2022-11-30,0.03167786142717237,2.354583974790797
2022-12-31,0.02035194802599092,2.3749359228167877
2023-01-31,0.043314175837172064,2.4182500986539597
2023-02-28,-0.020619299432348175,2.3976307992216115
2023-03-31,0.001690619102879369,2.3993214183244906
2023-04-30,-0.008574561691892378,2.3907468566325982
2023-05-31,0.029581212712246955,2.420328069344845
2023-06-30,0.034633187979358604,2.4549612573242037
2023-07-31,-0.0066481719874992105,2.4483130853367046
2023-08-31,-0.020711516062621612,2.427601569274083
2023-09-30,0.04650036287741146,2.4741019321514948
2023-10-31,0.00997356404684811,2.4840754961983427
2023-11-30,0.047279699102687596,2.5313551953010305
2023-12-31,0.03616377718712725,2.5675189724881577
2024-01-31,-0.06806049463104188,2.499458477857116
2024-02-29,0.046163707376464386,2.5456221852335803
2024-03-31,-0.0038035863693413365,2.5418185988642388
2024-04-30,-0.032392275178426085,2.5094263236858128
2024-05-31,0.03685037963623358,2.546276703322046
2024-06-30,0.0283209601201813,2.5745976634422276
2024-07-31,0.03600338445544968,2.6106010478976773
2024-08-31,-0.00010988664134590695,2.6104911612563315
2024-09-30,-0.042110077777982494,2.568381083478349
2024-10-31,0.005782207838014922,2.574163291316364
2024-11-30,-0.0672681774645402,2.5068951138518236
2024-12-31,0.07906477914042934,2.585959892992253
